State,District,Market,Commodity,Variety,Arrival_Date,Min_Price,Max_Price,Modal_Price
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Jaffri,Other,17/06/2022,2000,3000,2500
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Jarbara,Other,17/06/2022,2,5,4
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Lilly,Other,17/06/2022,20,30,28
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Lotus,Other,17/06/2022,2,4,3
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Marget,Other,17/06/2022,3000,6000,5000
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Raibel,Other,17/06/2022,20000,30000,28000
"NCT of Delhi",Delhi,"Flower Market,Gazipur",Rose(Loose)),Rose(Loose),17/06/2022,4000,8000,7500
"NCT of Delhi",Delhi,"Flower Market,Gazipur","Tube Rose(Double)",Other,17/06/2022,2.08,2.5,2.29
"NCT of Delhi",Delhi,"Flower Market,Gazipur","Tube Rose(Single)",Other,17/06/2022,0.83,1.25,1.04
"NCT of Delhi",Delhi,Keshopur,"Bitter gourd","Bitter Gourd",17/06/2022,1200,1800,1500
"NCT of Delhi",Delhi,Keshopur,"Bottle gourd","Bottle Gourd",17/06/2022,1200,1800,1500
"NCT of Delhi",Delhi,Keshopur,Brinjal,Brinjal,17/06/2022,1800,3000,2400
"NCT of Delhi",Delhi,Keshopur,Capsicum,Capsicum,17/06/2022,2200,3600,2800
"NCT of Delhi",Delhi,Keshopur,Cauliflower,Cauliflower,17/06/2022,3000,5000,4000
"NCT of Delhi",Delhi,Keshopur,Cucumbar(Kheera),Cucumbar,17/06/2022,1100,1900,1500
"NCT of Delhi",Delhi,Keshopur,Onion,Onion,17/06/2022,1000,1800,1400
"NCT of Delhi",Delhi,Keshopur,"Peas Wet","Peas Wet",17/06/2022,4000,6600,5300
"NCT of Delhi",Delhi,Keshopur,Potato,Potato,17/06/2022,1200,2000,1600
"NCT of Delhi",Delhi,Keshopur,Pumpkin,Pumpkin,17/06/2022,500,1500,1000
"NCT of Delhi",Delhi,Keshopur,Raddish,Raddish,17/06/2022,2500,4500,3500
"NCT of Delhi",Delhi,Keshopur,Tomato,Tomato,17/06/2022,2400,4800,3600
Odisha,Balasore,Jaleswar,Brinjal,Other,17/06/2022,1800,2000,1900
Odisha,Balasore,Jaleswar,Cucumbar(Kheera),Cucumbar,17/06/2022,1600,1800,1700
Odisha,Balasore,Jaleswar,Garlic,Other,17/06/2022,4000,5000,4500
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,17/06/2022,2800,3000,2900
Odisha,Balasore,Jaleswar,Onion,Other,17/06/2022,1400,1600,1500
Odisha,Balasore,Jaleswar,Potato,Other,17/06/2022,1600,1800,1700
Odisha,Balasore,Nilagiri,Brinjal,Other,17/06/2022,2200,2400,2300
Odisha,Balasore,Nilagiri,Cucumbar(Kheera),Other,17/06/2022,1900,2000,1950
Odisha,Balasore,Nilagiri,Onion,Other,17/06/2022,1300,1500,1400
Odisha,Balasore,Nilagiri,Potato,Other,17/06/2022,1700,1800,1750
Odisha,Bargarh,Bargarh,"Bhindi(Ladies Finger)",Other,17/06/2022,2100,2300,2200
Odisha,Bargarh,Bargarh,Brinjal,Other,17/06/2022,2400,2600,2500
Odisha,Bargarh,Bargarh,Onion,Other,17/06/2022,2600,2800,2700
Odisha,Bargarh,Bargarh,Potato,Other,17/06/2022,2000,2200,2100
Odisha,Bargarh,Bargarh(Barapalli),Brinjal,Other,17/06/2022,2800,3000,2900
Odisha,Bargarh,Bargarh(Barapalli),Cabbage,Cabbage,17/06/2022,1000,1200,1100
Odisha,Bargarh,Bargarh(Barapalli),Onion,Other,17/06/2022,2600,2800,2700
Odisha,Bargarh,Bargarh(Barapalli),Potato,Other,17/06/2022,2200,2400,2300
Odisha,Bargarh,Bargarh(Barapalli),Tomato,Other,17/06/2022,4500,4700,4600
Odisha,Bolangir,Bolangir,"Bhindi(Ladies Finger)",Other,17/06/2022,2800,3000,2800
Odisha,Bolangir,Bolangir,"Bitter gourd",Other,17/06/2022,3800,4000,3800
Odisha,Bolangir,Bolangir,Brinjal,Other,17/06/2022,1800,2000,1800
Odisha,Bolangir,Bolangir,Cabbage,Other,17/06/2022,3800,4000,3800
Odisha,Bolangir,Bolangir,Capsicum,Other,17/06/2022,5800,6000,5800
Odisha,Bolangir,Bolangir,Carrot,Other,17/06/2022,2800,3000,2800
Odisha,Bolangir,Bolangir,Cauliflower,Other,17/06/2022,4800,5000,4800
Odisha,Bolangir,Bolangir,"Chili Red",Other,17/06/2022,24800,25000,24800
Odisha,Bolangir,Bolangir,Cucumbar(Kheera),Other,17/06/2022,3800,4000,3800
Odisha,Bolangir,Bolangir,Garlic,Other,17/06/2022,6800,7000,6800
Odisha,Bolangir,Bolangir,Ginger(Dry),Other,17/06/2022,5800,6000,5800
Odisha,Bolangir,Bolangir,"Green Chilli",Other,17/06/2022,5800,6000,5800
Odisha,Bolangir,Bolangir,Onion,Other,17/06/2022,1700,1800,1700
Odisha,Bolangir,Bolangir,Potato,Other,17/06/2022,2400,2500,2400
Odisha,Bolangir,Bolangir,Pumpkin,Other,17/06/2022,1400,1500,1400
Odisha,Bolangir,Bolangir,Rice,Other,17/06/2022,3400,3500,3400
Odisha,Bolangir,Bolangir,Tomato,Local,17/06/2022,5800,6000,5800
Odisha,Bolangir,Kantabaji,Brinjal,Other,17/06/2022,3000,4000,4000
Odisha,Bolangir,Kantabaji,Cauliflower,Other,17/06/2022,5000,6000,6000
Odisha,Bolangir,Kantabaji,Tomato,Other,17/06/2022,5000,6000,6000
Odisha,Bolangir,Tusura,"Bhindi(Ladies Finger)",Other,17/06/2022,2800,3000,2800
Odisha,Bolangir,Tusura,Brinjal,Other,17/06/2022,1800,2000,1800
Odisha,Bolangir,Tusura,Cabbage,Other,17/06/2022,3800,4000,3800
Odisha,Bolangir,Tusura,Garlic,Other,17/06/2022,5800,6000,5800
Odisha,Bolangir,Tusura,Onion,Other,17/06/2022,1700,1800,1700
Odisha,Bolangir,Tusura,Potato,Other,17/06/2022,2400,2500,2400
Odisha,Bolangir,Tusura,Rice,Other,17/06/2022,3400,3500,3400
Odisha,Bolangir,Tusura,Tomato,Other,17/06/2022,5800,6000,5800
Odisha,Dhenkanal,Hindol,"Banana - Green",Other,17/06/2022,2400,2800,2600
Odisha,Dhenkanal,Hindol,Beans,Other,17/06/2022,4400,4600,4500
Odisha,Dhenkanal,Hindol,"Bhindi(Ladies Finger)",Bhindi,17/06/2022,2400,2600,2500
Odisha,Dhenkanal,Hindol,"Bitter gourd","Bitter Gourd",17/06/2022,3300,3500,3400
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,17/06/2022,2500,3500,3000
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,17/06/2022,3200,3500,3400
Odisha,Dhenkanal,Hindol,Onion,Other,17/06/2022,1600,1800,1700
Odisha,Dhenkanal,Hindol,"Pointed gourd (Parval)",Other,17/06/2022,3800,4500,4000
Odisha,Dhenkanal,Hindol,Potato,Potato,17/06/2022,2200,2500,2400
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,17/06/2022,1300,1500,1400
Odisha,Dhenkanal,Hindol,Tomato,Tomato,17/06/2022,6500,7500,7000
Odisha,Dhenkanal,Kamakhyanagar,"Bhindi(Ladies Finger)",Bhindi,17/06/2022,1900,2100,2000
Odisha,Dhenkanal,Kamakhyanagar,"Bitter gourd","Bitter Gourd",17/06/2022,4000,4500,4000
Odisha,Dhenkanal,Kamakhyanagar,Brinjal,Brinjal,17/06/2022,2900,3200,3000
Odisha,Dhenkanal,Kamakhyanagar,Cabbage,Cabbage,17/06/2022,2900,3200,3000
Odisha,Dhenkanal,Kamakhyanagar,Cauliflower,Cauliflower,17/06/2022,4000,4200,4000
Odisha,Dhenkanal,Kamakhyanagar,Cucumbar(Kheera),Cucumbar,17/06/2022,3400,4000,3500
Odisha,Dhenkanal,Kamakhyanagar,"Green Chilli","Green Chilly",17/06/2022,8000,8500,8000
Odisha,Dhenkanal,Kamakhyanagar,Onion,Onion,17/06/2022,1900,2100,2000
Odisha,Dhenkanal,Kamakhyanagar,"Pointed gourd (Parval)",Other,17/06/2022,5000,5200,5000
Odisha,Dhenkanal,Kamakhyanagar,Potato,Potato,17/06/2022,2400,3000,2500
Odisha,Dhenkanal,Kamakhyanagar,Pumpkin,Pumpkin,17/06/2022,1900,2100,2000
Odisha,Dhenkanal,Kamakhyanagar,Tomato,Tomato,17/06/2022,9000,9500,9000
Odisha,Gajapati,Kasinagar,Brinjal,Other,17/06/2022,1500,2000,2000
Odisha,Gajapati,Kasinagar,Mango,Other,17/06/2022,4000,5000,5000
Odisha,Gajapati,Parlakhemundi,Banana,Other,17/06/2022,2500,3000,3000
Odisha,Gajapati,Parlakhemundi,Brinjal,Other,17/06/2022,1500,2000,2000
Odisha,Jagatsinghpur,Jagatsinghpur,Brinjal,Round,17/06/2022,1700,2100,1900
Odisha,Jagatsinghpur,Jagatsinghpur,Potato,Potato,17/06/2022,1800,2200,2000
Odisha,Jajpur,Jajpur,"Bhindi(Ladies Finger)",Bhindi,17/06/2022,2000,2500,2500
Odisha,Jajpur,Jajpur,"Bitter gourd","Bitter Gourd",17/06/2022,2000,2500,2500
Odisha,Jajpur,Jajpur,Brinjal,Round/Long,17/06/2022,2500,3000,3000
Odisha,Jajpur,Jajpur,Cabbage,Cabbage,17/06/2022,2800,3000,3000
Odisha,Jajpur,Jajpur,Carrot,Carrot,17/06/2022,3000,3500,3500
Odisha,Jajpur,Jajpur,Cauliflower,Cauliflower,17/06/2022,2500,3000,3000
Odisha,Jajpur,Jajpur,Cucumbar(Kheera),Cucumbar,17/06/2022,2000,2500,2500
Odisha,Jajpur,Jajpur,Drumstick,Other,17/06/2022,8000,10000,10000
Odisha,Jajpur,Jajpur,"Green Chilli","Green Chilly",17/06/2022,6000,7000,7000
Odisha,Jajpur,Jajpur,"Green Chilli",Other,17/06/2022,4000,5000,5000
Odisha,Jajpur,Jajpur,Onion,Onion,17/06/2022,1200,1600,1600
Odisha,Jajpur,Jajpur,"Papaya (Raw)",Other,17/06/2022,1800,2000,2000
Odisha,Jajpur,Jajpur,"Pointed gourd (Parval)",Other,17/06/2022,2500,3000,3000
Odisha,Jajpur,Jajpur,Potato,Potato,17/06/2022,1940,1940,1940
Odisha,Jajpur,Jajpur,Pumpkin,Pumpkin,17/06/2022,1000,1200,1200
Odisha,Jajpur,Jajpur,Ridgeguard(Tori),Ridgeguard(Tori),17/06/2022,1600,2000,2000
Odisha,Jajpur,Jajpur,Tomato,Other,17/06/2022,5000,5500,5500
Odisha,Jharsuguda,Jharsuguda,Onion,Other,17/06/2022,1600,2000,2000
Odisha,Jharsuguda,Jharsuguda,Paddy(Dhan)(Common),Other,17/06/2022,1940,1940,1940
Odisha,Jharsuguda,Jharsuguda,Potato,Other,17/06/2022,2000,2500,2500
Odisha,Kalahandi,Kesinga,Cabbage,Other,17/06/2022,4000,4500,4200
Odisha,Kalahandi,Kesinga,"Mango (Raw-Ripe)",Other,17/06/2022,7000,8000,7500
Odisha,Kalahandi,Kesinga,"Pointed gourd (Parval)",Other,17/06/2022,8000,8500,8200
Odisha,Kalahandi,Kesinga,Potato,Other,17/06/2022,2500,2500,2500
Odisha,Kalahandi,Kesinga,Pumpkin,Other,17/06/2022,1500,1800,1600
Odisha,Kandhamal,Tikabali,Cauliflower,Other,17/06/2022,2800,3000,2900
Odisha,Kendrapara,Kendrapara,Brinjal,Brinjal,17/06/2022,4000,4200,4000
Odisha,Koraput,Koraput,"Bitter gourd",Other,17/06/2022,1900,2100,2000
Odisha,Koraput,Koraput,Brinjal,Other,17/06/2022,1800,2000,1900
Odisha,Koraput,Koraput,Pumpkin,Other,17/06/2022,500,700,600
Odisha,Koraput,Koraput,"White Pumpkin",Other,17/06/2022,1100,1300,1200
Odisha,Koraput,Koraput(Semilguda),"Bhindi(Ladies Finger)",Other,17/06/2022,2800,3000,2900
Odisha,Koraput,Koraput(Semilguda),Cabbage,Other,17/06/2022,1200,1400,1300
Odisha,Koraput,Koraput(Semilguda),Cauliflower,Other,17/06/2022,3400,3600,3500
Odisha,Koraput,Koraput(Semilguda),Drumstick,Other,17/06/2022,4900,5100,5000
Odisha,Koraput,Koraput(Semilguda),Pumpkin,Other,17/06/2022,500,700,600
Odisha,Malkangiri,Malkanagiri,"Bhindi(Ladies Finger)",Other,17/06/2022,2000,2000,2000
Odisha,Malkangiri,Malkanagiri,Brinjal,Other,17/06/2022,1800,1800,1800
Odisha,Malkangiri,Malkanagiri,Cabbage,Other,17/06/2022,2200,2200,2200
Odisha,Malkangiri,Malkanagiri,Cucumbar(Kheera),Cucumbar,17/06/2022,1100,1100,1100
Odisha,Malkangiri,Malkangiri(Korakunda),"Bhindi(Ladies Finger)",Bhindi,17/06/2022,1600,1800,1600
Odisha,Malkangiri,Malkangiri(Korakunda),"Bitter gourd",Other,17/06/2022,1800,1800,1800
Odisha,Malkangiri,Malkangiri(Korakunda),Brinjal,Other,17/06/2022,2000,2000,2000
Odisha,Malkangiri,Malkangiri(Korakunda),Cauliflower,Other,17/06/2022,2500,2500,2500
Odisha,Mayurbhanja,Betnoti,"Bhindi(Ladies Finger)",Bhindi,17/06/2022,1200,1800,1500
Odisha,Mayurbhanja,Betnoti,"Bitter gourd","Bitter Gourd",17/06/2022,1400,2000,1800
Odisha,Mayurbhanja,Betnoti,Brinjal,Other,17/06/2022,1300,2000,1600
Odisha,Mayurbhanja,Betnoti,Cucumbar(Kheera),Cucumbar,17/06/2022,1400,2200,1800
Odisha,Mayurbhanja,Betnoti,"Little gourd (Kundru)",Other,17/06/2022,1300,2000,1600
Odisha,Mayurbhanja,Betnoti,"Water Melon","Water Melon",17/06/2022,1400,1800,1600
Odisha,Mayurbhanja,Karanjia,Apple,Other,17/06/2022,15000,17000,16000
Odisha,Mayurbhanja,Karanjia,Apple,Other,17/06/2022,13000,15000,14000
